Sentiment,labels,clean_sentiment
"Cuban Blood is one of those sleeper films that has a lot to say about life in a very traditional way. I actually watched it while sailing around Cuba on a western Caribbean cruise. It details the life of an 11 year old boy in a small town in Cuba in 1958 and 1959 during the revolution. Not much time is spent on the revolution until the very end, when the Socialist regime came and took the property of the boy's father. The majority of the film is the boy's coming of age and the relationships that arise in a small town where everyone knows everyone else. There are some powerful scenes that everyone can relate to. A class A film with fine acting and directing. This is a film that tells a story with no special effects or grand schemes or real twists. It is a film about people and their lives, their mistakes, and their triumphs. A good film worth watching several times annually.",pos,cuban blood one sleeper films lot say life traditional way actually watched sailing around cuba western caribbean cruise details life 11 year old boy small town cuba 1958 1959 revolution much time spent revolution end socialist regime came took property boys father majority film boys coming age relationships arise small town everyone knows everyone else powerful scenes everyone relate class film fine acting directing film tells story special effects grand schemes real twists film people lives mistakes triumphs good film worth watching several times annually
"Henri Verneuil's film may be not so famous as Parallax View, 3 Days of the Condor or JFK but it is certainly not worse and sometimes even better than these classic representatives of the genre. Action takes place in fictional western state where fictional president has been killed. After several years of investigation, special government commission decides that president was killed by a lone gunman. But one man - prosecutor Volney, played by Yves Montand - thinks there's something more to be investigated and so the film starts. This movie doesn't deal with some exact theories, but it embraces the whole structure of relationship between government and society in today's world. Such film could be made only in the 1970-ies but it will never lose it's actuality. Furthermore, it's even a bit frightful how precise are it's oracles. 10 out of 10.",pos,henri verneuils film may famous parallax view 3 days condor jfk certainly worse sometimes even better classic representatives genre action takes place fictional western state fictional president killed several years investigation special government commission decides president killed lone gunman one man prosecutor volney played yves montand thinks theres something investigated film starts movie doesnt deal exact theories embraces whole structure relationship government society todays world film could made 1970ies never lose actuality furthermore even bit frightful precise oracles 10 10
"Did you ever wonder how far one movie could go? <br /><br />Schizophreniac relentlessly explores the world of the extreme with Harry Russo. <br /><br />Harry is an aggravated writer, killer and drug addict scumbag who will stop at nothing to destroy those who stand between him and insanity. Driven by the demonic voices of his ventriloquist dummy rubberneck, Harry begins his killing spree. <br /><br />From director Ron Atkins comes the 1st installment of the vilest story ever to be filmed<br /><br />The only other movie I have seen similar to this would happen to be the 2nd installment entitled Schizophreniac Necromaniac<br /><br />This is a really low budget film and will not be for everyone, but if you are looking for something disturbing, different and horrific then this would make a fine choice.<br /><br />DO NOT EXPECT ANYTHING LIKE MODERN DAY HORROR (Such as Scream)<br /><br />Viewer discretion is advised",pos,ever wonder far one movie could go br br schizophreniac relentlessly explores world extreme harry russo br br harry aggravated writer killer drug addict scumbag stop nothing destroy stand insanity driven demonic voices ventriloquist dummy rubberneck harry begins killing spree br br director ron atkins comes 1st installment vilest story ever filmedbr br movie seen similar would happen 2nd installment entitled schizophreniac necromaniacbr br really low budget film everyone looking something disturbing different horrific would make fine choicebr br expect anything like modern day horror screambr br viewer discretion advised
"As a long-standing Barbra fan, any posting like this will be biased. That aside, this film ranks as a classic. It has it's flaws (emphasized in other postings), but gives a glimpse of a time (late 70s) that will never be there again, and is fascinating to watch unfold on screen.<br /><br />Streisand fought hard to make this movie her own. I don't think she was ever satisfied. But it gives her fans a new Barbra (for the time) with LIVE singing, a young fresh appearance, and some very heavy-duty acting.<br /><br />The story is rough, but exciting, and holds your interest throughout. The extended one frame ""finale"" is hard for most non-Barbra fans to sit through, but it speaks volumes to those who admire her talent.<br /><br />",pos,longstanding barbra fan posting like biased aside film ranks classic flaws emphasized postings gives glimpse time late 70s never fascinating watch unfold screenbr br streisand fought hard make movie dont think ever satisfied gives fans new barbra time live singing young fresh appearance heavyduty actingbr br story rough exciting holds interest throughout extended one frame finale hard nonbarbra fans sit speaks volumes admire talentbr br
I happen to run into this movie one night so I decided to watch it! I was very pleased with the movie... I thought it was a wonderful plot. It's a great feeling knowing a deceased one has come back and you get that second chance to say what you want to say! And this wife stayed devoted for 23 years!!! I thought it was a great movie!!,pos,happen run movie one night decided watch pleased movie thought wonderful plot great feeling knowing deceased one come back get second chance say want say wife stayed devoted 23 years thought great movie
"I realized a couple of days ago that the makers of this film put a play on words into its title. This movie is not primarily about the act of ""riding giants,"" but mostly about the people who are the giants of the sport, RIDING giants, to change the emphasis.<br /><br />In my teens I lived a block from the Wedge, one of the hardest-breaking and best bodysurfing spots in the world. I've been out in 15-to-18 foot surf, and have ridden and been hammered by 10 and 12-foot waves on many occasions. That experience is why I am in complete awe of the surfers in this film. The idea that Jeff Clark, to all appearances a normal mortal, could get away with riding Maverick's BY HIMSELF for over a decade is beyond my grasp. The first safety rule of any water sport is ""Never surf/dive/swim by yourself."" He went where sane people would not, and lived to tell about it. I wouldn't go out there if the water were 75 degrees and the sharks all left. <br /><br />In the world of warm water: the first shot of the waves at Jaws always makes the skin tingle over my entire body. These are not just scary waves, these are uncontrolled-bowel-evacuation waves. When we see Laird Hamilton not only surviving 40-to-60 foot waves (I can hardly type those numbers), but actually working the faces like a fun day at Rincon, I'm blown away. There is a dedication and focus in big-wave riders which is comparable to that of anyone in the world. <br /><br />This a great film. I gave it a 9 instead of a 10 only because it neglects to mention that there are great big-wave riders in the world outside the Hamilton/Kalama crew, and I think they deserved mention. Splice in Ken Bradshaw at outside Log Cabins and a 10 it is!",pos,realized couple days ago makers film put play words title movie primarily act riding giants mostly people giants sport riding giants change emphasisbr br teens lived block wedge one hardestbreaking best bodysurfing spots world ive 15to18 foot surf ridden hammered 10 12foot waves many occasions experience complete awe surfers film idea jeff clark appearances normal mortal could get away riding mavericks decade beyond grasp first safety rule water sport never surfdiveswim went sane people would lived tell wouldnt go water 75 degrees sharks left br br world warm water first shot waves jaws always makes skin tingle entire body scary waves uncontrolledbowelevacuation waves see laird hamilton surviving 40to60 foot waves hardly type numbers actually working faces like fun day rincon im blown away dedication focus bigwave riders comparable anyone world br br great film gave 9 instead 10 neglects mention great bigwave riders world outside hamiltonkalama crew think deserved mention splice ken bradshaw outside log cabins 10
"I am writing this after just seeing The Perfect Son at the 2002 Gay and Lesbian Mardi Gras Film Festival in Sydney, Australia.<br /><br />When their Father dies, two estranged brothers meet at the funeral and after discovering that one of the brothers is dying from AIDS, they enter on a heart warming journey of reconciliation. The two leads do a magnificent job of creating the gradual warmth and respect that builds up between them as the movie progresses. I do have one qualm about the movie though - whilst the brother who is dying acts sick, he doesn't look it. A person of 0 T4 cells would look quite ill - not even a make up job to make the actor look ill was employed. A small gripe, but one that makes it a bit less realistic. Despite that one small gripe, The Perfect Son is a wonderful movie and should you have the chance to see it- do. I'm hoping for a DVD release in the near future!",pos,writing seeing perfect son 2002 gay lesbian mardi gras film festival sydney australiabr br father dies two estranged brothers meet funeral discovering one brothers dying aids enter heart warming journey reconciliation two leads magnificent job creating gradual warmth respect builds movie progresses one qualm movie though whilst brother dying acts sick doesnt look person 0 t4 cells would look quite ill even make job make actor look ill employed small gripe one makes bit less realistic despite one small gripe perfect son wonderful movie chance see im hoping dvd release near future
"The premise of the story is simple: An old man living alone in the woods accidentally stumble upon a murder of a small child, and tries to convince the police that the murder has occurred. Though very little dialog is provided throughout the film, the visual narrative told by the camera's eye alone made the film quite engaging. The setting of the gray woods conveys a feeling of loneliness, which complements the quietness of the characters themselves. We can also sense helplessness in the old man's inability to convince the police of the murder, which parallels the silenced child's inability to tell her own story.<br /><br />True horror lies in feelings of hopelessness, helplessness, and irrationality. This film successfully addresses these elements by visuals alone, rather than relying on cheap sound effects or blood and gore that other bad horror films use when the narrative is weak.<br /><br />Cleverly, the story unfolds at a slow pace to build up tension for a few creepy and startling moments. The ending is also unexpected and believable. Reminiscent of Japanese horror films, such as ""The Ring,"" and ""Dark Water,"" or English horror films, such as ""Lady in Black,"" and ""The Innocents,"" this film provides viewers the experience of true atmosphere horror. I recommend anyone who enjoys a good chilling to the bone scare to give this film a try.<br /><br />By the way, if you haven't seen the films I just mentioned above, you might want to give them a try as well.",pos,premise story simple old man living alone woods accidentally stumble upon murder small child tries convince police murder occurred though little dialog provided throughout film visual narrative told cameras eye alone made film quite engaging setting gray woods conveys feeling loneliness complements quietness characters also sense helplessness old mans inability convince police murder parallels silenced childs inability tell storybr br true horror lies feelings hopelessness helplessness irrationality film successfully addresses elements visuals alone rather relying cheap sound effects blood gore bad horror films use narrative weakbr br cleverly story unfolds slow pace build tension creepy startling moments ending also unexpected believable reminiscent japanese horror films ring dark water english horror films lady black innocents film provides viewers experience true atmosphere horror recommend anyone enjoys good chilling bone scare give film trybr br way havent seen films mentioned might want give try well
"I saw this film a while back and it's still at the top of my 'favorite movies' list. It is amazingly put together and what really makes the film are the detailed tid bits (such as the 'Cafe Bustelo' coffee crate being reused as a cup to wash her grandsons hair) that people aren't seeing because YOU WILL NOT UNDERSTAND THIS MOVIE UNLESS YOU ARE HISPANIC. This is just one of those films that is very culturally specific and particular. Please do not bash this film if you have no prior knowledge of what foundation it's being built upon. I completely see what the writer/director was going for, and he hit the target perfectly! This film is highly deserving of a better rating.",pos,saw film back still top favorite movies list amazingly put together really makes film detailed tid bits cafe bustelo coffee crate reused cup wash grandsons hair people arent seeing understand movie unless hispanic one films culturally specific particular please bash film prior knowledge foundation built upon completely see writerdirector going hit target perfectly film highly deserving better rating
"I work with children from 0  6 years old and they all love the Doodlebops. The Doodlebops are energetic, vibrant and appealing. Once they start singing, ''We're the Doodlebops We're the Doodlebops We're the Doodlebops Oh yeah Come and join the fun because we're laughing and we're singing all day"" it is almost impossible not to join them in song. The Doodlebops brings the viewer into a world of color and fun. Each show is an adventure, the Doodlebops do not try to change the world with preachy messages all they do is have fun while sorting out everyday life challenges that the young child may relate to. The Doodlebops is an refreshing, high action alternative to regular children's television programs.",pos,work children 0 6 years old love doodlebops doodlebops energetic vibrant appealing start singing doodlebops doodlebops doodlebops oh yeah come join fun laughing singing day almost impossible join song doodlebops brings viewer world color fun show adventure doodlebops try change world preachy messages fun sorting everyday life challenges young child may relate doodlebops refreshing high action alternative regular childrens television programs
this independent film was one of the best films at the tall grass film festival that i have ever seen there i loved it there are so many things that was great about the film on top of all that the cast and crew that i had the opportunity to meet were absolutely phenomenal.I thought that Avi did a great job in his role. and Ricky Ullman was absolutely true to his role for a Disney actor i was amazed at his talent to be able to go from cheesy teen comedy to such an adult role with no problems the talent in the film was just amazing the cinematography was just great if you want to see an independent film this is one really that you should see.I think that Mr Gruver would have been so proud to have such a submission in his festival and his parents loved the movie so much when it won the audience favorite they went and saw it again. this truly was a great film it was dark and funny and sad and truly emotional it was just fabulous. I am honestly just so enthused by this film and i really don't want to spoil it for any one just see it and truly be amazed at it i think that these film makers really have what it takes to go places and I hope to see more work from them in the future.,pos,independent film one best films tall grass film festival ever seen loved many things great film top cast crew opportunity meet absolutely phenomenali thought avi great job role ricky ullman absolutely true role disney actor amazed talent able go cheesy teen comedy adult role problems talent film amazing cinematography great want see independent film one really seei think mr gruver would proud submission festival parents loved movie much audience favorite went saw truly great film dark funny sad truly emotional fabulous honestly enthused film really dont want spoil one see truly amazed think film makers really takes go places hope see work future
"To make it short and not to spoil everything this film is about Kip (Giovanni Ribsi), a car thief, who messes up a big delivery of stolen cars (50 in total). He is then threatened to be killed by the man who gave him the order'. The objective now is to get 50 cars stolen in 3 days, with the help of Randall (Nicolas Cage), a retired' booster and also Kip's brother and a couple of old friends of Randall's. As you can see this is the same old, big bro' needs to get lil' bro' out of trouble routine and of course Randall is the best thief there ever was. Of course as in all other movies there are also a few setbacks and surprises you never would have thought of, but at times it is predictable too, so there is nothing fancy about the story. <br /><br />You are by now probably wondering why this is about 51 times the HOT STUFF, since there are only 50 beautiful, fast, cool and expensive cars to be stolen. Well the other hot item in this film is Sway (Angelina Jolie (who will be a big STAR (trust me))). She is not only very convincing in the role as a car theft, but she is pretty hot too. OK not hot as in pretty, but hot as in damn cool and sexy. She was very believable in this role, probably because she is some kind of a wild woman in real life too (don't believe me, read her biography) and for the sexy part well just see for yourself man. I only know, that she plays the kind of girl I like in this film, because she is not too mainstream, a bit alternative look and she even comes with a tattoo.<br /><br />OK the only downsides I felt while watching this movie was, that there is not very much action, there is one totally unrealistic scene, the story is only OK and that there are not much jokes. Hey but after seeing the whole film I must say: WHO CARES. Why must I say that, well because it was still entertaining; had a couple of cool car chases; good music; some Bruckheimer scenes (where the combination of music and the lines of actors make your eyes go wet); good actors who all did their jobs; pretty cars; one cool, wild, sexy lady (yes, I mean Mrs. Jolie) and last but not least very nice and cool tools to boost the cars with. So some downsides here but still a pretty good and entertaining movie. All in all the best way to describe this film is that it is an overall OK movie with a cool  feelgood ending.<br /><br />As for Nicolas Cage, well He is actually one of my most favourite actors in the action genre nowadays after such good films as The Rock, Con Air, Face / Off, Snake Eyes and finally this one. Plus what actor has had so many good action / thriller's in the last years and such successful ones ? Well no one!!! Maybe Jackie Chan, but he is one of my favourites too. One thing that is true though about Mr. Cages Bruckheimer films is that they keep getting worse. The Rock, was a clear 9, Con air was a nice 8 and this well this clearly is a 7. Not that that mark is bad. Does it not show that his films under Bruckheimer keep getting worse and that maybe Cage has to think longer before he accepts a role in a movie and probably he should make a few less movies ? No it doesn't show us that, because almost all of Cage's films were successful in the last few years, except for 8mm and Bringing out the Dead. 8mm was not great, I admit that, but that was never Cage's fault and the story seemed good to me. About the latter film I can not say anything, cause I have not seen it yet. One thing though I know for sure, if Bruckheimer would have asked me for those three films, I would have said YES to all of them. I would have said yes to The Rock, because the story was great and because you would get to play with Sean Connery and Ed Harris. I would have said yes to Con Air, because there would be a lot of action in it, because the story was good and because you got to act with John Malkovich and Ving Rhames. In this one I would have starred because I would have gotten a big paycheque, I would have been able to ride some cool and fast cars and because I would have been able to kiss Angelina Jolie (can't wait to see her in that Lara Croft outfit). This one was a good choice of Mr. Cage and it certainly was worth a look at in the theatre.<br /><br />7 out of 10",pos,make short spoil everything film kip giovanni ribsi car thief messes big delivery stolen cars 50 total threatened killed man gave order objective get 50 cars stolen 3 days help randall nicolas cage retired booster also kips brother couple old friends randalls see old big bro needs get lil bro trouble routine course randall best thief ever course movies also setbacks surprises never would thought times predictable nothing fancy story br br probably wondering 51 times hot stuff since 50 beautiful fast cool expensive cars stolen well hot item film sway angelina jolie big star trust convincing role car theft pretty hot ok hot pretty hot damn cool sexy believable role probably kind wild woman real life dont believe read biography sexy part well see man know plays kind girl like film mainstream bit alternative look even comes tattoobr br ok downsides felt watching movie much action one totally unrealistic scene story ok much jokes hey seeing whole film must say cares must say well still entertaining couple cool car chases good music bruckheimer scenes combination music lines actors make eyes go wet good actors jobs pretty cars one cool wild sexy lady yes mean mrs jolie last least nice cool tools boost cars downsides still pretty good entertaining movie best way describe film overall ok movie cool feelgood endingbr br nicolas cage well actually one favourite actors action genre nowadays good films rock con air face snake eyes finally one plus actor many good action thrillers last years successful ones well one maybe jackie chan one favourites one thing true though mr cages bruckheimer films keep getting worse rock clear 9 con air nice 8 well clearly 7 mark bad show films bruckheimer keep getting worse maybe cage think longer accepts role movie probably make less movies doesnt show us almost cages films successful last years except 8mm bringing dead 8mm great admit never cages fault story seemed good latter film say anything cause seen yet one thing though know sure bruckheimer would asked three films would said yes would said yes rock story great would get play sean connery ed harris would said yes con air would lot action story good got act john malkovich ving rhames one would starred would gotten big paycheque would able ride cool fast cars would able kiss angelina jolie cant wait see lara croft outfit one good choice mr cage certainly worth look theatrebr br 7 10
"FORBIDDEN PLANET is the best SF film from the golden age of SF cinema and what makes it a great film is its sense of wonder . As soon as the spaceship lands the audience - via the ships human crew - travels through an intelligent and sometimes terrifying adventure . We meet the unforgetable Robbie , the mysterious Dr Morbuis , his beautiful and innocent daughter Altair and we learn about the former inhabitants of the planet - The Krell who died out overnight . Or did they ? <br /><br />You can nitpick and say the planet is obviously filmed in a movie studio with painted backdrops but that adds to a sense of menace of claustraphobia I feel and Bebe and Louis Barron`s electronic music adds even more atmosphere <br /><br />I`m shocked this film isn`t in the top 250 IMDB films .",pos,forbidden planet best sf film golden age sf cinema makes great film sense wonder soon spaceship lands audience via ships human crew travels intelligent sometimes terrifying adventure meet unforgetable robbie mysterious dr morbuis beautiful innocent daughter altair learn former inhabitants planet krell died overnight br br nitpick say planet obviously filmed movie studio painted backdrops adds sense menace claustraphobia feel bebe louis barrons electronic music adds even atmosphere br br im shocked film isnt top 250 imdb films
"Halfway through Lajos Koltai's ""Evening,"" a woman on her deathbed asks a figure appearing in her hallucination: ""Can you tell me where my life went?"" The line could be embarrassingly theatrical, but the woman speaking it is Vanessa Redgrave, delivering it with utter simplicity, and the question tears your heart out.<br /><br />Time and again, the film based on Susan Minot's novel skirts sentimentality and ordinariness, it holds attention, offers admirable performances, and engenders emotional involvement as few recent movies have. With only six months of the year gone, there are now two memorable, meaningful, worthwhile films in theaters, the other, of course, being Sara Polley's ""Away from Her."" Hollywood might have turned ""Evening"" into a slick celebrity vehicle with its two pairs of real-life mothers and daughters - Vanessa Redgrave and Natasha Richardson, and Meryl Streep and Mamie Gummer. Richardson is Redgrave's daughter in the film (with a sister played by Tony Collette), and Gummer plays Streep's younger self, while Redgrave's youthful incarnation is Claire Danes.<br /><br />Add Glenn Close, Eileen Atkins, Hugh Dancy, Patrick Wilson, and a large cast - yes, it could have turned into a multiple star platform. Instead, Koltai - the brilliant Hungarian cinematographer of ""Mephisto,"" and director of ""Fateless"" - created a subtle ensemble work with a ""Continental feel,"" the story taking place in a high-society Newport environment, in the days leading up to a wedding that is fraught with trouble.<br /><br />Missed connections, wrong choices, and dutiful compliance with social and family pressures present quite a soap opera, but the quality of the writing, Koltai's direction, and selfless acting raise ""Evening"" way above that level, into the the rarified air of English, French (and a few American) family sagas from a century before its contemporary setting.<br /><br />Complex relationships between mothers and daughters, between friends and lovers, with the addition of a difficult triangle all come across clearly, understandably, captivatingly. Individual tunes are woven into a symphony.<br /><br />And yet, with the all the foregoing emphasis on ensemble and selfless performances, the stars of ""Evening"" still shine through, Redgrave, Richardson, Gummer (an exciting new discovery, looking vaguely like her mother, but a very different actress), Danes carrying most of the load - until Streep shows up in the final moments and, of course, steals the show. Dancy and Wilson are well worth the price of admission too.<br /><br />As with ""Away from Her,"" ""Evening"" stays with you at length, inviting a re-thinking its story and characters, and re-experiencing the emotions it raises. At two hours, the film runs a bit long, but the way it stays with you thereafter is welcome among the many movies that go cold long before your popcorn.",pos,halfway lajos koltais evening woman deathbed asks figure appearing hallucination tell life went line could embarrassingly theatrical woman speaking vanessa redgrave delivering utter simplicity question tears heart outbr br time film based susan minots novel skirts sentimentality ordinariness holds attention offers admirable performances engenders emotional involvement recent movies six months year gone two memorable meaningful worthwhile films theaters course sara polleys away hollywood might turned evening slick celebrity vehicle two pairs reallife mothers daughters vanessa redgrave natasha richardson meryl streep mamie gummer richardson redgraves daughter film sister played tony collette gummer plays streeps younger self redgraves youthful incarnation claire danesbr br add glenn close eileen atkins hugh dancy patrick wilson large cast yes could turned multiple star platform instead koltai brilliant hungarian cinematographer mephisto director fateless created subtle ensemble work continental feel story taking place highsociety newport environment days leading wedding fraught troublebr br missed connections wrong choices dutiful compliance social family pressures present quite soap opera quality writing koltais direction selfless acting raise evening way level rarified air english french american family sagas century contemporary settingbr br complex relationships mothers daughters friends lovers addition difficult triangle come across clearly understandably captivatingly individual tunes woven symphonybr br yet foregoing emphasis ensemble selfless performances stars evening still shine redgrave richardson gummer exciting new discovery looking vaguely like mother different actress danes carrying load streep shows final moments course steals show dancy wilson well worth price admission toobr br away evening stays length inviting rethinking story characters reexperiencing emotions raises two hours film runs bit long way stays thereafter welcome among many movies go cold long popcorn
"I sit through movies like ""Tiempo de valientes"" and I want to talk about cinema for hours. The admiration this movie caused me is beyond my own limits of explanation, because I'm watching the scenes of the film and I search inside my thoughts for film-making ideas and dialogue innovations that could emerge from something bigger than Damian Szifron's mind.<br /><br />Looking the environment, so uncompromised, so simple, I'm thinking; this man is a genius. No wonder he created what is probably the best television show Argentina ever witnessed, and then a first movie full of elements some contemporary directors haven't still achieved. ""El fondo del mar"" is the name and, it awakened (a few years ago), my enthusiasm for our everyday cinema.<br /><br />Starting his journey from people's daily real lives, Szifron goes where Pablo Trapero never could in ""El Bonaerense""; the Federal Police Department's life. Trapero's film was a journey into a man's mind and experiences, not into the places he saw. Yes, there was a detailed training and lots of crime situations, but Szifron in ""in there"", his is more of a detective story, like the ones we know and love, with the mysteries and the thrilling music.<br /><br />But there's a lot of humanity in his writing, and he shows us his investigation through the eyes of his main characters, Alfredo Díaz and Mariano Silverstein. There are a lot of actors of great caliber in the film, but these two actors are the ones the film can't do without. The first character (Luis Luque) is a detective that has just found out his wife cheats on him; and has to work on a case.<br /><br />The second one is a psychiatrist that is assigned the treatment of the detective. He wants to deal with him in regular sessions but the sheriff takes advantage of the time disposition and suggests he joins Díaz in his routines: ""It's nothing, the usual stuff; no problem"". But it is bigger than that, and it will unfold a part of the doctor's personality he didn't know.<br /><br />The relationship developed between the two leads can't be explained unless it is observed, because it regards such a complexity that demonstrates how talented are some men like Szifron that are trying, today, to leave a signature in our history. Reaching points of unbelievable spontaneity, during a high pressure situation, Díaz tells Silverstein: ""How do we continue our treatment?"", and Silverstein answers: ""No, I'm not your doctor. You call me to have dinner; I'm your friend"": we laugh because we can't help it.<br /><br />And we can't help laughing when Díaz crashes a car in the street and doesn't gives importance to it, or when he trespasses all the red lights in the street, or when he smokes pot in his police patrol and Silverstein can't believe it (but then smokes it too because he's screwed up); or when Silverstein tries to be friendly with Díaz's robber friends. Magic from Diego Peretti is what we receive there. He, a psychiatrist himself, gives a performance in plan ""Locas de amor"", but impresses with all his range. Luis Luque on the other hand, is back on track with a top-notch portrayal that reminds us the great actor he is.<br /><br />There's a passion I have for this, and as I said, I could write about it for hours, but unfortunately that's not the way it works and I have to be precise and summarize. Although I have to watch a lot of the old movies and study them, I could assure that ""Tiempo de valientes"" is the comedy Argentina had been waiting for and never gotUntil now.",pos,sit movies like tiempo de valientes want talk cinema hours admiration movie caused beyond limits explanation im watching scenes film search inside thoughts filmmaking ideas dialogue innovations could emerge something bigger damian szifrons mindbr br looking environment uncompromised simple im thinking man genius wonder created probably best television show argentina ever witnessed first movie full elements contemporary directors havent still achieved el fondo del mar name awakened years ago enthusiasm everyday cinemabr br starting journey peoples daily real lives szifron goes pablo trapero never could el bonaerense federal police departments life traperos film journey mans mind experiences places saw yes detailed training lots crime situations szifron detective story like ones know love mysteries thrilling musicbr br theres lot humanity writing shows us investigation eyes main characters alfredo díaz mariano silverstein lot actors great caliber film two actors ones film cant without first character luis luque detective found wife cheats work casebr br second one psychiatrist assigned treatment detective wants deal regular sessions sheriff takes advantage time disposition suggests joins díaz routines nothing usual stuff problem bigger unfold part doctors personality didnt knowbr br relationship developed two leads cant explained unless observed regards complexity demonstrates talented men like szifron trying today leave signature history reaching points unbelievable spontaneity high pressure situation díaz tells silverstein continue treatment silverstein answers im doctor call dinner im friend laugh cant help itbr br cant help laughing díaz crashes car street doesnt gives importance trespasses red lights street smokes pot police patrol silverstein cant believe smokes hes screwed silverstein tries friendly díazs robber friends magic diego peretti receive psychiatrist gives performance plan locas de amor impresses range luis luque hand back track topnotch portrayal reminds us great actor isbr br theres passion said could write hours unfortunately thats way works precise summarize although watch lot old movies study could assure tiempo de valientes comedy argentina waiting never got
"North Africa in the 1930's. To a small Arab town on the edge of the Sahara comes a beautiful woman looking for meaning to her life & a handsome Trappist monk fleeing from his crisis of faith. They will meet and passions will be stirred, but not even the Sand Diviner knows if they will find happiness or sorrow, here, in THE GARDEN OF ALLAH.<br /><br />The plot is pure hokum, but the film is still great fun & beautiful to look at. Marlene Dietrich & Charles Boyer are a superb screen couple. She is, to put it simply, gorgeous, and Boyer gives a most effective, understated performance, letting his sensitive face do much of his acting for him. <br /><br />The supporting cast is excellent: Basil Rathbone, in a sympathetic role as a Count who loves the desert; Joseph Schildkraut as a friendly, talkative guide (all the ""Arabic"" he & others speak in the film is pure gibberish); Lucile Watson as a gentle Mother Superior; Alan Marshal as an honorable young French officer; Tilly Losch as a dangerous dancer; Henry Brandon as a comic porter; John Carradine as the mysterious Sand Diviner; and magnificent Sir C. Aubrey Smith as a wise old priest.<br /><br />Movie mavens will recognize Helen Jerome Eddy as a nun; Marcia Mae Jones & Bonita Granville (peeking over the nun's shoulder) as convent girls; gaunt Nigel De Brulier as a monastery lector; and Ferdinand Gottschalk as a hotel clerk, all uncredited.<br /><br />Color films of the 1930's are both rare & lovely to look at, and this movie is no exception - the cinematography is as colorful as the desert itself. THE GARDEN OF ALLAH was the first Technicolor film to be shot on location. Yuma, Arizona gave the film makers all the sand dunes they could desire, but contaminated drinking water & 135 degree heat soon had the company in revolt. When the daily rushes showed Boyer's face had burned a bright tomato red, producer David O. Selznick finally gave in. The remainder of the film was shot on a Hollywood sound stage.",pos,north africa 1930s small arab town edge sahara comes beautiful woman looking meaning life handsome trappist monk fleeing crisis faith meet passions stirred even sand diviner knows find happiness sorrow garden allahbr br plot pure hokum film still great fun beautiful look marlene dietrich charles boyer superb screen couple put simply gorgeous boyer gives effective understated performance letting sensitive face much acting br br supporting cast excellent basil rathbone sympathetic role count loves desert joseph schildkraut friendly talkative guide arabic others speak film pure gibberish lucile watson gentle mother superior alan marshal honorable young french officer tilly losch dangerous dancer henry brandon comic porter john carradine mysterious sand diviner magnificent sir c aubrey smith wise old priestbr br movie mavens recognize helen jerome eddy nun marcia mae jones bonita granville peeking nuns shoulder convent girls gaunt nigel de brulier monastery lector ferdinand gottschalk hotel clerk uncreditedbr br color films 1930s rare lovely look movie exception cinematography colorful desert garden allah first technicolor film shot location yuma arizona gave film makers sand dunes could desire contaminated drinking water 135 degree heat soon company revolt daily rushes showed boyers face burned bright tomato red producer david selznick finally gave remainder film shot hollywood sound stage
"An excellent documentry. I personally remember this growing up in NYC in the early 80's. This movie is for anyone that wasn't around during that time period.This shows the one thing the African American Gay Underclass felt was solely theirs and the love and camadrie you see is real. The people are real and sadly few are still alive as this is being written. The balls are still held but not to the extent that they were in the the nineteen eighties. That time is gone forever. This is a good pre ""homo thug"" movie. When Queens were really proud to be extroverts. Goodbye to Storyville this is another era gone but greatly documented all hail film!",pos,excellent documentry personally remember growing nyc early 80s movie anyone wasnt around time periodthis shows one thing african american gay underclass felt solely love camadrie see real people real sadly still alive written balls still held extent nineteen eighties time gone forever good pre homo thug movie queens really proud extroverts goodbye storyville another era gone greatly documented hail film
"The H.G. Wells Classic has had several Incarnations. The 05' Speilburg Version and the classic 53' version But only this one stays completely true to the book. Nothing is changed nothing is removed.<br /><br />Originally Released as a 3-hour film. The director Re-Cut the film down to 2-hours of pure excellence. Its got a chapter by chapter visualization of the novels pages that ""Wells would be Proud Of"" The story is as everyone remembers. Martians Invade the Earth with Capsules containing an army of Tripod walking War Machines. The people of 19th century earth are ill-prepared to repel the alien forces and fight back with canons and guns who mes shells bound right off the Walkers and when humanity is no longer a world wide power they are saved by the smallest of organisms on earth.<br /><br />The Film is an excellent accomplishment for director Timothy Hines who has great potential as he brought this vision to life with a meager 5 Million budget. Today B-Movies have larger budgets.",pos,hg wells classic several incarnations 05 speilburg version classic 53 version one stays completely true book nothing changed nothing removedbr br originally released 3hour film director recut film 2hours pure excellence got chapter chapter visualization novels pages wells would proud story everyone remembers martians invade earth capsules containing army tripod walking war machines people 19th century earth illprepared repel alien forces fight back canons guns mes shells bound right walkers humanity longer world wide power saved smallest organisms earthbr br film excellent accomplishment director timothy hines great potential brought vision life meager 5 million budget today bmovies larger budgets
